"","lap","cars","Position"
"279",15,"5",10
"280",15,"31",11
"281",15,"99",12
"282",15,"10",13
"283",15,"23",14
"284",15,"63",15
"285",15,"7",16
"286",15,"6",17
"287",16,"44",1
"288",16,"77",2
"289",16,"33",3
"290",16,"16",4
"291",16,"8",5
"292",16,"55",6
"293",16,"3",7
"294",16,"4",8
"295",16,"18",9
"296",16,"5",10
"297",16,"31",11
"298",16,"99",12
"299",16,"10",13
"300",16,"23",14
"301",16,"63",15
"302",16,"7",16
"303",16,"6",17
"304",17,"44",1
"305",17,"77",2
"306",17,"33",3
"307",17,"16",4
"308",17,"8",5
"309",17,"55",6
"310",17,"3",7
"311",17,"4",8
"312",17,"18",9
"313",17,"5",10
"314",17,"31",11
"315",17,"99",12
"316",17,"10",13
"317",17,"23",14
"318",17,"63",15
"319",17,"7",16
"320",17,"6",17
"321",18,"44",1
"322",18,"77",2
"323",18,"33",3
"324",18,"16",4
"325",18,"8",5
"326",18,"55",6
"327",18,"3",7
"328",18,"4",8
"329",18,"18",9
"330",18,"5",10
"331",18,"31",11
"332",18,"99",12
"333",18,"10",13
"334",18,"23",14
"335",18,"63",15
"336",18,"7",16
"337",18,"6",17
"338",19,"44",1
"339",19,"77",2
"340",19,"33",3
"341",19,"16",4
"342",19,"8",5
"343",19,"55",6
"344",19,"4",7
"345",19,"3",8
"346",19,"18",9
"347",19,"31",10
"348",19,"5",11
"349",19,"99",12
"350",19,"10",13
"351",19,"23",14
"352",19,"7",15
"353",19,"63",16
"354",19,"6",17
"355",20,"44",1
"356",20,"77",2
"357",20,"33",3
"358",20,"16",4
"359",20,"8",5
"360",20,"55",6
"361",20,"4",7
"362",20,"3",8
"363",20,"18",9
"364",20,"31",10
"365",20,"5",11
"366",20,"99",12
"367",20,"10",13
"368",20,"23",14
"369",20,"7",15
"370",20,"63",16
"371",20,"6",17
"372",21,"44",1
"373",21,"77",2
"374",21,"33",3
"375",21,"16",4
"376",21,"8",5
"377",21,"55",6
"378",21,"4",7
"379",21,"3",8
"380",21,"18",9
"381",21,"31",10
"382",21,"5",11
"383",21,"99",12
"384",21,"10",13
"385",21,"23",14
"386",21,"7",15
"387",21,"63",16
"388",21,"6",17
"389",22,"44",1
"390",22,"77",2
"391",22,"33",3
"392",22,"16",4
"393",22,"55",5
"394",22,"8",6
