"","lap","cars","Position"
"279",14,"18",1
"280",14,"11",2
"281",14,"33",3
"282",14,"5",4
"283",14,"44",5
"284",14,"23",6
"285",14,"3",7
"286",14,"55",8
"287",14,"16",9
"288",14,"20",10
"289",14,"63",11
"290",14,"77",12
"291",14,"7",13
"292",14,"4",14
"293",14,"10",15
"294",14,"26",16
"295",14,"31",17
"296",14,"8",18
"297",14,"6",19
"298",15,"18",1
"299",15,"11",2
"300",15,"33",3
"301",15,"5",4
"302",15,"23",5
"303",15,"44",6
"304",15,"3",7
"305",15,"55",8
"306",15,"16",9
"307",15,"20",10
"308",15,"63",11
"309",15,"7",12
"310",15,"4",13
"311",15,"77",14
"312",15,"10",15
"313",15,"26",16
"314",15,"31",17
"315",15,"8",18
"316",15,"6",19
"317",16,"18",1
"318",16,"11",2
"319",16,"33",3
"320",16,"23",4
"321",16,"5",5
"322",16,"44",6
"323",16,"3",7
"324",16,"55",8
"325",16,"16",9
"326",16,"20",10
"327",16,"63",11
"328",16,"4",12
"329",16,"7",13
"330",16,"10",14
"331",16,"77",15
"332",16,"26",16
"333",16,"31",17
"334",16,"8",18
"335",16,"6",19
"336",17,"18",1
"337",17,"11",2
"338",17,"33",3
"339",17,"23",4
"340",17,"5",5
"341",17,"44",6
"342",17,"3",7
"343",17,"55",8
"344",17,"16",9
"345",17,"20",10
"346",17,"63",11
"347",17,"4",12
"348",17,"7",13
"349",17,"10",14
"350",17,"77",15
"351",17,"31",16
"352",17,"26",17
"353",17,"8",18
"354",17,"6",19
"355",18,"18",1
"356",18,"11",2
"357",18,"23",3
"358",18,"5",4
"359",18,"44",5
"360",18,"33",6
"361",18,"3",7
"362",18,"55",8
"363",18,"16",9
"364",18,"20",10
"365",18,"63",11
"366",18,"4",12
"367",18,"7",13
"368",18,"10",14
"369",18,"77",15
"370",18,"31",16
"371",18,"26",17
"372",18,"8",18
"373",18,"6",19
"374",19,"18",1
"375",19,"11",2
"376",19,"23",3
"377",19,"5",4
"378",19,"44",5
"379",19,"3",6
"380",19,"55",7
"381",19,"33",8
"382",19,"16",9
"383",19,"20",10
"384",19,"63",11
"385",19,"4",12
"386",19,"7",13
"387",19,"10",14
"388",19,"77",15
"389",19,"31",16
"390",19,"26",17
"391",19,"8",18
"392",19,"6",19
"393",20,"18",1
"394",20,"11",2
"395",20,"23",3
"396",20,"5",4
"397",20,"44",5
"398",20,"3",6
"399",20,"55",7
"400",20,"33",8
"401",20,"16",9
"402",20,"20",10
"403",20,"63",11
"404",20,"4",12
"405",20,"7",13
"406",20,"10",14
"407",20,"77",15
"408",20,"31",16
"409",20,"26",17
"410",20,"8",18
"411",20,"6",19
"412",21,"18",1
"413",21,"11",2
"414",21,"23",3
"415",21,"5",4
"416",21,"44",5
"417",21,"3",6
"418",21,"55",7
"419",21,"33",8
"420",21,"16",9
"421",21,"20",10
"422",21,"63",11
"423",21,"4",12
"424",21,"7",13
"425",21,"10",14
"426",21,"31",15
"427",21,"26",16
"428",21,"77",17
"429",21,"8",18
"430",21,"6",19
"431",22,"18",1
"432",22,"11",2
"433",22,"23",3
"434",22,"5",4
"435",22,"44",5
"436",22,"3",6
"437",22,"55",7
"438",22,"33",8
"439",22,"16",9
"440",22,"20",10
"441",22,"63",11
"442",22,"4",12
"443",22,"7",13
"444",22,"10",14
"445",22,"31",15
"446",22,"26",16
"447",22,"77",17
"448",22,"8",18
"449",22,"6",19
"450",23,"18",1
"451",23,"11",2
"452",23,"23",3
"453",23,"5",4
"454",23,"44",5
"455",23,"3",6
"456",23,"55",7
"457",23,"33",8
"458",23,"16",9
"459",23,"20",10
"460",23,"63",11
"461",23,"4",12
"462",23,"7",13
"463",23,"10",14
"464",23,"31",15
"465",23,"26",16
"466",23,"77",17
"467",23,"8",18
"468",23,"6",19
"469",24,"18",1
"470",24,"11",2
"471",24,"23",3
"472",24,"5",4
"473",24,"44",5
"474",24,"3",6
"475",24,"55",7
"476",24,"33",8
"477",24,"16",9
"478",24,"20",10
"479",24,"4",11
"480",24,"63",12
"481",24,"7",13
"482",24,"10",14
"483",24,"31",15
"484",24,"26",16
"485",24,"77",17
"486",24,"8",18
"487",24,"6",19
"488",25,"18",1
"489",25,"11",2
"490",25,"23",3
"491",25,"5",4
"492",25,"44",5
"493",25,"3",6
"494",25,"55",7
"495",25,"33",8
"496",25,"16",9
"497",25,"20",10
"498",25,"4",11
"499",25,"63",12
"500",25,"7",13
"501",25,"10",14
"502",25,"31",15
"503",25,"26",16
"504",25,"77",17
"505",25,"8",18
"506",25,"6",19
"507",26,"18",1
"508",26,"11",2
"509",26,"23",3
"510",26,"5",4
"511",26,"44",5
"512",26,"3",6
"513",26,"55",7
"514",26,"33",8
"515",26,"16",9
"516",26,"20",10
"517",26,"4",11
"518",26,"63",12
"519",26,"7",13
"520",26,"10",14
"521",26,"31",15
"522",26,"26",16
"523",26,"77",17
"524",26,"8",18
"525",26,"6",19
"526",27,"18",1
"527",27,"11",2
"528",27,"23",3
"529",27,"5",4
"530",27,"44",5
"531",27,"3",6
"532",27,"55",7
