"","lap","cars","Position"
"618",30,"63",18
"619",30,"6",19
"620",30,"20",20
"621",31,"33",1
"622",31,"77",2
"623",31,"44",3
"624",31,"18",4
"625",31,"16",5
"626",31,"27",6
"627",31,"26",7
"628",31,"31",8
"629",31,"55",9
"630",31,"5",10
"631",31,"23",11
"632",31,"3",12
"633",31,"4",13
"634",31,"10",14
"635",31,"99",15
"636",31,"8",16
"637",31,"7",17
"638",31,"63",18
"639",31,"6",19
"640",31,"20",20
"641",32,"33",1
"642",32,"77",2
"643",32,"44",3
"644",32,"16",4
"645",32,"27",5
"646",32,"18",6
"647",32,"26",7
"648",32,"31",8
"649",32,"55",9
"650",32,"5",10
"651",32,"23",11
"652",32,"3",12
"653",32,"4",13
"654",32,"10",14
"655",32,"99",15
"656",32,"8",16
"657",32,"7",17
"658",32,"63",18
"659",32,"6",19
"660",32,"20",20
"661",33,"44",1
"662",33,"33",2
"663",33,"77",3
"664",33,"16",4
"665",33,"27",5
"666",33,"18",6
"667",33,"26",7
"668",33,"31",8
"669",33,"55",9
"670",33,"5",10
"671",33,"23",11
"672",33,"3",12
"673",33,"4",13
"674",33,"10",14
"675",33,"99",15
"676",33,"8",16
"677",33,"7",17
"678",33,"63",18
"679",33,"6",19
"680",33,"20",20
"681",34,"44",1
"682",34,"33",2
"683",34,"77",3
"684",34,"16",4
"685",34,"27",5
"686",34,"18",6
"687",34,"26",7
"688",34,"31",8
"689",34,"55",9
"690",34,"23",10
"691",34,"3",11
"692",34,"4",12
"693",34,"10",13
"694",34,"5",14
"695",34,"8",15
"696",34,"7",16
"697",34,"63",17
"698",34,"6",18
"699",34,"99",19
"700",34,"20",20
"701",35,"44",1
"702",35,"33",2
"703",35,"77",3
"704",35,"16",4
"705",35,"27",5
"706",35,"18",6
"707",35,"26",7
"708",35,"23",8
"709",35,"31",9
"710",35,"3",10
"711",35,"4",11
"712",35,"10",12
"713",35,"5",13
"714",35,"55",14
"715",35,"8",15
"716",35,"7",16
"717",35,"63",17
"718",35,"6",18
"719",35,"99",19
"720",35,"20",20
"721",36,"44",1
"722",36,"33",2
"723",36,"77",3
"724",36,"16",4
"725",36,"27",5
"726",36,"18",6
"727",36,"23",7
"728",36,"31",8
"729",36,"4",9
"730",36,"26",10
"731",36,"10",11
"732",36,"5",12
"733",36,"55",13
"734",36,"8",14
"735",36,"7",15
"736",36,"3",16
"737",36,"63",17
"738",36,"6",18
"739",36,"99",19
"740",36,"20",20
"741",37,"44",1
"742",37,"33",2
"743",37,"77",3
"744",37,"16",4
"745",37,"27",5
"746",37,"18",6
"747",37,"23",7
"748",37,"31",8
"749",37,"4",9
"750",37,"26",10
"751",37,"10",11
"752",37,"5",12
"753",37,"55",13
"754",37,"8",14
"755",37,"7",15
"756",37,"3",16
"757",37,"63",17
