"","lap","cars","Position"
"279",15,"4",5
"280",15,"31",6
"281",15,"55",7
"282",15,"3",8
"283",15,"10",9
"284",15,"16",10
"285",15,"26",11
"286",15,"63",12
"287",15,"7",13
"288",15,"77",14
"289",15,"6",15
"290",15,"99",16
"291",15,"20",17
"292",15,"5",18
"293",16,"44",1
"294",16,"33",2
"295",16,"11",3
"296",16,"23",4
"297",16,"4",5
"298",16,"31",6
"299",16,"55",7
"300",16,"10",8
"301",16,"3",9
"302",16,"16",10
"303",16,"26",11
"304",16,"63",12
"305",16,"7",13
"306",16,"77",14
"307",16,"6",15
"308",16,"99",16
"309",16,"20",17
"310",16,"5",18
"311",17,"44",1
"312",17,"33",2
"313",17,"11",3
"314",17,"23",4
"315",17,"4",5
"316",17,"55",6
"317",17,"31",7
"318",17,"10",8
"319",17,"16",9
"320",17,"26",10
"321",17,"63",11
"322",17,"77",12
"323",17,"7",13
"324",17,"6",14
"325",17,"99",15
"326",17,"20",16
"327",17,"5",17
"328",17,"3",18
"329",18,"44",1
"330",18,"33",2
"331",18,"11",3
"332",18,"23",4
"333",18,"4",5
"334",18,"55",6
"335",18,"10",7
"336",18,"16",8
"337",18,"63",9
"338",18,"77",10
"339",18,"6",11
"340",18,"99",12
"341",18,"20",13
"342",18,"31",14
"343",18,"3",15
"344",18,"5",16
"345",18,"26",17
"346",18,"7",18
"347",19,"44",1
"348",19,"33",2
"349",19,"11",3
"350",19,"23",4
"351",19,"55",5
"352",19,"10",6
"353",19,"16",7
"354",19,"63",8
"355",19,"77",9
"356",19,"4",10
"357",19,"6",11
"358",19,"99",12
"359",19,"31",13
"360",19,"3",14
"361",19,"20",15
"362",19,"5",16
"363",19,"26",17
"364",19,"7",18
"365",20,"33",1
"366",20,"11",2
"367",20,"44",3
"368",20,"55",4
"369",20,"10",5
"370",20,"16",6
"371",20,"23",7
"372",20,"77",8
"373",20,"63",9
"374",20,"4",10
"375",20,"31",11
"376",20,"3",12
"377",20,"6",13
"378",20,"20",14
"379",20,"99",15
"380",20,"5",16
"381",20,"26",17
"382",20,"7",18
"383",21,"44",1
"384",21,"33",2
"385",21,"55",3
"386",21,"10",4
"387",21,"11",5
"388",21,"16",6
"389",21,"23",7
"390",21,"77",8
"391",21,"4",9
"392",21,"31",10
"393",21,"3",11
"394",21,"20",12
"395",21,"6",13
"396",21,"63",14
"397",21,"26",15
"398",21,"7",16
"399",21,"99",17
"400",21,"5",18
"401",22,"44",1
"402",22,"33",2
"403",22,"10",3
"404",22,"11",4
"405",22,"23",5
"406",22,"16",6
"407",22,"77",7
"408",22,"4",8
"409",22,"31",9
"410",22,"3",10
"411",22,"55",11
"412",22,"20",12
"413",22,"63",13
"414",22,"26",14
"415",22,"7",15
"416",22,"99",16
"417",22,"5",17
"418",22,"6",18
"419",23,"44",1
"420",23,"33",2
"421",23,"11",3
