Lap,Time,No.,Driver
5,25:40.237,99,Antonio Giovinazzi
6,1:22.064,99,Antonio Giovinazzi
7,1:26.619,99,Antonio Giovinazzi
8,1:19.532,99,Antonio Giovinazzi
9,1:19.011,99,Antonio Giovinazzi
10,1:18.765,99,Antonio Giovinazzi
11,1:39.825,99,Antonio Giovinazzi
12,1:18.475,99,Antonio Giovinazzi
13,1:39.423,99,Antonio Giovinazzi
14,1:17.999,99,Antonio Giovinazzi
15,1:39.213,99,Antonio Giovinazzi
16,10:09.950,99,Antonio Giovinazzi
17,1:16.945,99,Antonio Giovinazzi
18,1:30.665,99,Antonio Giovinazzi
19,1:17.379,99,Antonio Giovinazzi
20,1:44.771,99,Antonio Giovinazzi
21,1:17.129,99,Antonio Giovinazzi
22,1:36.694,99,Antonio Giovinazzi
23,7:46.853,99,Antonio Giovinazzi
24,1:16.564,99,Antonio Giovinazzi
25,1:44.843,99,Antonio Giovinazzi
26,1:17.075,99,Antonio Giovinazzi
27,1:33.872,99,Antonio Giovinazzi
28,6:25.236,99,Antonio Giovinazzi
29,1:20.110,99,Antonio Giovinazzi
30,1:24.881,99,Antonio Giovinazzi
31,1:46.539,99,Antonio Giovinazzi
32,1:40.490,99,Antonio Giovinazzi
33,2:05.398,99,Antonio Giovinazzi
